Artist,Track,User,Rating,Time
0,3,128,14,6
0,1,129,49,6
0,2,129,58,6
0,3,130,51,6
0,2,130,31,6
0,0,130,32,6
0,1,130,49,6
0,2,131,33,6
0,3,131,30,6
0,0,131,32,6
0,1,132,30,6
0,2,133,8,6
0,3,133,10,6
0,1,133,6,6
0,0,133,8,6
0,0,134,11,6
0,1,134,10,6
0,3,134,10,6
0,0,135,50,6
0,2,135,28,6
0,2,137,10,6
0,1,137,27,6
0,0,137,30,6
0,3,137,28,6
0,1,138,43,6
0,0,139,31,6
0,2,139,50,6
0,1,139,13,6
0,3,139,16,6
0,3,140,34,6
0,0,140,30,6
0,3,141,44,6
0,3,142,10,6
0,0,142,72,6
0,1,142,31,6
0,3,143,15,6
0,0,143,40,6
0,2,143,29,6
0,2,144,12,6
0,3,144,13,6
0,2,145,45,6
0,0,145,2,6
0,3,145,4,6
0,0,146,55,6
0,2,146,53,6
0,1,146,43,6
0,3,147,34,6
0,0,147,90,6
0,2,147,31,6
0,2,148,49,6
0,3,148,50,6
0,1,148,51,6
0,0,148,49,6
0,0,149,39,6
0,3,149,66,6
0,1,149,65,6
0,2,150,28,6
0,0,151,24,6
0,2,152,28,6
0,0,152,48,6
0,1,152,25,6
0,3,153,70,6
0,1,153,71,6
0,1,154,30,6
0,0,154,30,6
0,2,155,46,6
0,3,155,43,6
0,1,155,42,6
0,0,156,66,6
0,1,157,50,6
0,3,157,30,6
0,2,157,13,6
0,0,157,14,6
0,3,159,44,6
0,2,160,21,6
0,0,160,51,6
0,2,161,64,6
0,0,161,15,6
0,1,161,23,6
0,3,161,55,6
0,0,162,9,6
0,2,162,13,6
0,2,163,48,6
0,1,163,50,6
0,2,164,27,6
0,1,164,17,6
0,3,165,49,6
0,2,165,30,6
0,0,166,30,6
0,1,166,30,6
0,1,167,34,6
0,0,167,49,6
0,3,168,28,6
0,0,168,28,6
0,3,169,16,6
0,3,170,49,6
0,1,170,51,6
0,2,170,50,6
0,0,170,50,6
0,1,171,67,6
0,2,171,67,6
0,3,172,31,6
0,0,172,10,6
0,2,172,54,6
0,1,172,9,6
0,1,173,30,6
0,3,173,25,6
0,2,173,27,6
0,1,174,19,6
0,1,175,13,6
0,0,175,6,6
0,1,176,46,6
0,0,176,46,6
0,3,176,46,6
0,2,177,17,6
0,1,177,46,6
0,3,177,43,6
0,1,178,10,6
0,2,178,5,6
0,0,178,16,6
0,1,179,50,6
0,0,180,51,6
0,3,180,46,6
0,2,180,43,6
0,0,181,51,6
0,1,181,50,6
0,3,181,49,6
0,0,182,42,6
0,3,182,38,6
0,1,182,8,6
0,2,183,10,6
0,3,183,23,6
0,0,183,12,6
0,1,184,30,6
0,2,184,32,6
0,3,184,30,6
0,1,185,66,6
0,0,185,39,6
0,1,186,63,6
0,3,186,28,6
0,0,186,52,6
0,1,187,50,6
0,0,187,29,6
0,2,188,39,6
0,1,188,59,6
0,3,189,51,6
0,2,189,48,6
0,0,189,71,6
0,2,190,41,6
0,3,190,36,6
0,1,190,47,6
0,0,191,6,6
0,3,191,7,6
0,1,191,11,6
0,1,192,9,6
0,0,192,26,6
0,2,193,15,6
0,0,193,10,6
0,1,193,13,6
0,1,194,4,6
0,0,194,28,6
0,0,195,7,6
0,3,195,10,6
0,2,195,9,6
0,3,196,45,6
0,3,197,45,6
0,2,197,34,6
0,3,198,7,6
0,1,198,32,6
0,2,199,49,6
0,1,200,10,6
0,2,200,11,6
0,3,200,4,6
0,3,201,28,6
0,1,201,9,6
0,0,202,51,6
0,2,202,53,6
0,1,202,50,6
0,3,203,4,6
0,2,203,9,6
0,0,203,8,6
0,3,204,57,6
0,0,204,36,6
0,2,204,24,6
0,1,205,25,6
0,3,205,25,6
0,3,206,19,6
0,0,206,42,6
0,1,206,40,6
0,0,207,19,6
0,2,208,12,6
0,1,209,13,6
0,2,209,11,6
0,3,210,50,6
0,3,211,49,6
0,2,211,48,6
0,0,211,48,6
0,1,211,51,6
0,1,213,49,6
0,0,213,21,6
0,3,214,26,6
0,2,214,12,6
0,1,214,38,6
0,1,215,62,6
0,2,215,62,6
0,3,216,18,6
0,1,216,33,6
0,2,216,16,6
0,2,217,31,6
0,1,217,30,6
0,3,218,48,6
0,1,218,48,6
0,2,218,49,6
0,0,218,56,6
0,1,219,29,6
0,2,219,30,6
0,3,219,13,6
0,1,220,28,6
0,0,220,10,6
0,2,221,46,6
0,1,222,49,6
0,0,223,31,6
0,2,223,7,6
0,1,223,49,6
0,3,223,50,6
0,2,224,48,6
0,2,225,35,6
0,3,226,33,6
0,0,226,52,6
0,1,227,29,6
0,2,227,29,6
0,3,228,42,6
0,0,228,25,6
0,0,229,8,6
0,2,229,29,6
0,1,230,54,6
0,3,230,44,6
0,2,230,44,6
0,3,231,31,6
0,2,231,12,6
0,3,232,30,6
0,2,233,4,6
0,3,233,5,6
0,3,234,4,6
0,2,234,2,6
0,0,235,25,6
0,3,235,40,6
0,1,235,29,6
0,2,235,32,6
0,1,236,31,6
0,2,236,13,6
0,3,236,28,6
0,3,237,65,6
0,1,237,62,6
0,0,237,45,6
0,1,238,0,6
0,2,238,0,6
0,3,239,62,6
0,2,239,42,6
0,0,240,12,6
0,3,240,9,6
0,1,240,13,6
0,3,241,38,6
0,0,241,30,6
0,2,241,15,6
0,2,242,32,6
0,0,242,39,6
0,3,242,40,6
0,0,243,59,6
0,2,243,34,6
0,3,243,15,6
0,1,243,26,6
0,3,244,9,6
0,0,244,8,6
0,1,245,29,6
0,3,245,46,6
0,0,245,25,6
0,0,246,54,6
0,3,246,46,6
0,0,247,11,6
0,2,247,12,6
0,2,248,70,6
0,3,248,34,6
0,1,249,31,6
0,0,249,30,6
0,3,249,23,6
0,1,250,56,6
0,2,250,74,6
0,3,250,52,6
0,2,251,49,6
0,3,251,51,6
0,0,251,43,6
0,1,251,51,6
0,3,252,33,6
0,2,252,8,6
0,2,253,73,6
0,1,253,69,6
0,0,253,71,6
0,0,254,31,6
0,2,254,10,6
0,1,254,32,6
0,3,255,51,6
0,1,255,49,6
0,0,255,48,6
0,2,255,50,6
0,2,256,12,6
0,3,256,12,6
0,1,257,11,6
0,3,257,11,6
0,0,257,49,6
0,2,257,10,6
0,2,258,8,6
0,1,258,39,6
0,3,259,14,6
0,2,261,28,6
0,3,261,29,6
0,2,262,19,6
0,0,262,31,6
0,0,263,50,6
0,2,263,16,6
0,3,263,10,6
0,3,264,31,6
0,2,264,30,6
0,0,264,32,6
0,1,264,29,6
0,3,265,25,6
0,1,265,25,6
0,2,265,5,6
0,0,265,13,6
0,0,266,7,6
0,1,266,13,6
0,2,266,8,6
0,0,267,28,6
0,3,267,46,6
0,1,267,33,6
0,3,268,28,6
0,1,268,28,6
0,0,268,13,6
0,0,269,46,6
0,3,269,51,6
0,1,269,49,6
0,0,270,14,6
0,3,270,12,6
0,2,270,9,6
0,3,271,30,6
0,0,271,25,6
0,3,272,32,6
0,2,272,36,6
0,3,273,26,6
0,0,274,46,6
0,3,275,16,6
0,0,275,24,6
0,1,276,49,6
0,0,276,30,6
0,3,276,31,6
0,1,277,29,6
0,3,277,47,6
0,2,277,47,6
0,3,278,57,6
0,1,278,56,6
0,1,279,48,6
0,2,279,52,6
0,1,280,34,6
0,2,280,35,6
0,0,280,29,6
0,0,281,51,6
0,1,281,53,6
0,2,281,48,6
0,2,282,15,6
0,3,282,29,6
0,2,283,42,6
0,3,283,41,6
0,0,283,40,6
0,1,284,29,6
0,0,284,31,6
0,3,285,29,6
0,2,285,51,6
0,0,285,14,6
0,2,286,3,6
0,0,286,5,6
0,3,286,4,6
0,0,287,10,6
0,3,287,20,6
0,3,288,9,6
0,2,288,10,6
0,1,289,51,6
0,3,289,19,6
0,0,290,13,6
0,2,290,28,6
0,3,290,47,6
0,1,291,21,6
0,0,291,55,6
0,0,292,68,6
0,3,292,43,6
0,1,292,82,6
0,1,293,62,6
0,2,293,28,6
0,0,293,42,6
0,0,294,32,6
0,2,294,69,6
0,1,294,30,6
0,0,295,11,6
0,3,295,11,6
0,1,295,48,6
0,2,295,11,6
0,3,296,50,6
0,0,297,9,6
0,1,297,48,6
0,0,298,71,6
0,2,298,67,6
0,1,298,71,6
0,0,299,30,6
0,0,300,26,6
0,1,300,49,6
0,0,301,49,6
0,2,302,11,6
0,1,302,28,6
0,3,302,50,6
0,0,302,31,6
0,3,303,50,6
0,2,303,30,6
0,2,304,32,6
0,1,304,49,6
0,3,304,51,6
0,3,305,49,6
0,2,305,30,6
0,1,305,49,6
0,0,306,29,6
0,3,306,50,6
0,1,306,49,6
0,0,307,33,6
0,3,307,38,6
0,2,308,30,6
0,3,308,33,6
0,1,308,31,6
0,0,308,32,6
0,2,309,33,6
0,3,309,40,6
0,0,309,29,6
0,1,309,35,6
0,0,310,32,6
0,3,310,26,6
0,1,311,36,6
0,0,311,36,6
0,3,311,37,6
0,3,312,51,6
0,1,312,50,6
0,3,313,32,6
0,2,313,24,6
0,1,313,28,6
0,2,314,56,6
0,0,314,81,6
0,2,315,41,6
0,3,315,37,6
0,1,315,31,6
0,1,316,16,6
0,3,316,17,6
0,0,316,21,6
0,0,317,59,6
0,1,318,32,6
0,2,318,30,6
0,0,318,26,6
0,1,319,10,6
0,0,320,31,6
0,1,320,51,6
0,2,321,28,6
0,3,321,5,6
0,0,321,28,6
0,1,321,51,6
0,1,322,29,6
0,2,322,28,6
0,3,322,32,6
0,3,324,70,6
0,1,324,70,6
0,0,324,61,6
0,2,324,69,6
0,2,325,13,6
0,1,325,10,6
0,2,326,91,6
0,0,326,49,6
0,3,326,68,6
0,0,327,49,6
0,2,327,50,6
0,3,327,12,6
0,1,328,41,6
0,0,329,26,6
0,0,330,41,6
0,1,330,30,6
0,2,331,68,6
0,0,331,85,6
0,0,332,49,6
0,1,332,52,6
0,3,332,50,6
0,2,333,11,6
0,1,333,8,6
0,3,333,7,6
0,3,334,51,6
0,1,334,61,6
0,2,335,24,6
0,1,335,27,6
0,2,336,48,6
0,0,337,38,6
0,1,337,46,6
0,3,338,50,6
0,2,338,50,6
0,2,339,25,6
0,3,339,20,6
0,1,339,29,6
0,1,340,47,6
0,3,341,50,6
0,0,342,37,6
0,2,343,10,6
0,3,344,33,6
0,0,344,31,6
0,3,345,8,6
0,2,346,40,6
0,3,346,39,6
0,0,346,41,6
0,1,347,6,6
0,0,348,48,6
0,2,348,51,6
0,3,348,49,6
0,2,349,30,6
0,0,349,18,6
0,3,350,33,6
0,1,350,32,6
0,0,351,34,6
0,1,351,29,6
0,2,352,59,6
0,0,352,4,6
0,3,353,50,6
0,0,353,51,6
0,2,353,50,6
0,1,353,49,6
0,2,354,25,6
0,1,354,30,6
0,0,355,30,6
0,1,355,33,6
0,1,356,32,6
0,2,356,32,6
0,3,356,29,6
0,3,357,67,6
0,0,357,90,6
0,2,357,71,6
0,1,358,42,6
0,3,358,41,6
0,2,358,41,6
0,1,359,29,6
0,0,359,9,6
0,0,360,29,6
0,1,360,33,6
0,2,360,32,6
0,3,361,48,6
0,1,361,51,6
0,0,361,52,6
0,1,362,88,6
0,0,362,87,6
0,3,363,54,6
0,2,363,56,6
0,3,364,27,6
0,0,365,4,6
0,2,366,30,6
0,1,366,30,6
0,3,366,31,6
0,3,367,41,6
0,0,368,13,6
0,1,368,18,6
0,2,368,10,6
0,1,369,48,6
0,2,369,27,6
0,1,370,11,6
0,2,370,5,6
0,0,370,13,6
0,0,371,13,6
0,2,372,26,6
0,3,372,36,6
0,1,372,23,6
0,1,373,22,6
0,3,373,21,6
0,0,374,31,6
0,1,374,29,6
0,2,374,26,6
0,0,375,11,6
0,1,375,12,6
0,2,375,11,6
0,1,376,33,6
0,0,376,33,6
0,2,377,45,6
0,0,377,42,6
0,3,377,54,6
0,0,378,29,6
0,3,378,30,6
0,2,378,30,6
0,0,379,38,6
0,1,379,11,6
0,3,379,7,6
0,1,380,20,6
0,3,381,58,6
0,0,381,50,6
0,2,382,30,6
0,0,382,11,6
0,1,382,30,6
0,1,383,11,6
0,0,383,9,6
0,2,383,9,6
0,2,384,31,6
0,0,384,65,6
0,0,385,31,6
0,1,385,32,6
0,3,385,31,6
0,0,386,58,6
0,2,386,64,6
0,3,386,68,6
0,0,387,43,6
0,2,387,46,6
0,2,388,51,6
0,0,388,50,6
0,3,388,50,6
0,0,389,48,6
0,2,389,47,6
0,3,390,67,6
0,1,390,73,6
0,2,390,89,6
0,1,391,61,6
0,3,391,61,6
0,2,392,72,6
0,3,392,50,6
0,2,393,41,6
0,0,393,39,6
0,3,393,52,6
0,2,394,28,6
0,0,394,11,6
0,3,394,50,6
0,1,394,8,6
0,0,395,33,6
0,2,395,14,6
0,0,396,25,6
0,1,396,9,6
0,3,396,7,6
0,2,396,33,6
0,1,397,43,6
0,3,397,38,6
0,0,398,42,6
0,2,398,40,6
0,1,398,32,6
0,3,398,52,6
0,3,399,49,6
0,1,399,45,6
0,0,399,50,6
0,1,400,49,6
0,3,400,51,6
0,3,401,4,6
0,2,402,9,6
0,3,402,29,6
0,0,402,30,6
0,3,403,22,6
0,0,403,19,6
0,0,404,75,6
0,3,404,44,6
0,3,405,51,6
0,2,405,43,6
0,3,406,29,6
0,0,406,29,6
0,1,406,29,6
0,3,407,11,6
0,1,407,32,6
0,1,408,29,6
0,2,408,33,6
0,0,408,8,6
0,3,408,31,6
0,1,409,68,6
0,0,409,49,6
0,2,409,69,6
0,1,410,66,6
0,2,410,48,6
0,0,411,30,6
0,3,411,51,6
0,3,412,9,6
0,1,412,50,6
0,0,412,14,6
0,0,413,49,6
0,3,414,67,6
0,1,414,72,6
0,0,415,42,6
0,3,415,47,6
0,1,415,58,6
0,1,416,21,6
0,0,416,18,6
0,2,416,16,6
0,1,417,10,6
0,3,417,11,6
0,2,417,12,6
0,0,417,10,6
0,3,418,24,6
0,1,418,28,6
0,0,418,44,6
0,3,420,16,6
0,2,420,17,6
0,0,420,25,6
0,2,421,42,6
0,3,421,48,6
0,1,422,52,6
0,3,422,54,6
0,0,423,36,6
0,2,423,33,6
0,1,424,8,6
0,0,424,11,6
0,0,425,7,6
0,2,425,29,6
0,3,425,41,6
0,2,426,32,6
0,3,427,32,6
0,0,428,30,6
0,3,428,50,6
0,3,429,59,6
0,1,429,45,6
0,2,429,63,6
0,2,430,49,6
0,3,430,51,6
0,1,431,29,6
0,3,431,49,6
0,2,432,31,6
0,0,432,39,6
0,3,432,28,6
0,0,433,43,6
0,2,433,52,6
0,1,434,30,6
0,0,434,51,6
0,3,434,32,6
0,2,434,31,6
0,3,435,52,6
0,2,435,43,6
0,3,436,30,6
0,2,436,30,6
0,3,437,50,6
0,1,437,53,6
0,0,437,49,6
0,2,438,30,6
0,1,438,30,6
0,0,439,28,6
0,1,439,27,6
0,1,440,57,6
0,0,440,54,6
0,3,440,28,6
0,0,441,43,6
0,3,441,45,6
0,2,441,44,6
0,1,442,53,6
0,2,443,5,6
0,1,443,9,6
0,0,443,2,6
0,3,444,49,6
0,0,444,48,6
0,1,444,31,6
0,1,445,10,6
0,0,445,6,6
0,3,445,9,6
0,2,446,70,6
0,3,446,69,6
0,3,447,31,6
0,2,447,32,6
0,0,447,35,6
0,1,447,30,6
0,3,448,72,6
0,0,449,93,6
0,0,450,10,6
0,3,450,13,6
0,2,450,10,6
0,2,451,16,6
0,1,451,19,6
0,0,451,16,6
0,3,451,34,6
0,3,452,28,6
0,0,452,30,6
0,1,452,34,6
0,3,453,21,6
0,2,453,28,6
0,0,454,32,6
0,3,454,14,6
0,2,455,51,6
0,0,455,71,6
0,3,455,46,6
0,0,456,29,6
0,3,456,27,6
0,1,456,29,6
0,3,457,48,6
0,2,457,46,6
0,3,458,12,6
0,0,458,11,6
0,2,458,10,6
0,1,458,10,6
0,2,459,32,6
0,0,459,19,6
0,2,460,51,6
0,0,460,50,6
0,2,461,41,6
0,1,461,46,6
0,0,462,51,6
0,2,462,50,6
0,3,462,49,6
0,1,463,70,6
0,1,464,30,6
0,3,464,31,6
0,0,464,23,6
0,2,465,49,6
0,3,465,49,6
0,1,466,70,6
0,3,466,51,6
0,2,466,51,6
0,0,466,33,6
0,0,467,45,6
0,2,467,51,6
0,2,468,29,6
0,3,468,14,6
0,3,469,27,6
0,1,469,31,6
0,0,469,10,6
0,3,470,33,6
0,3,471,10,6
0,2,471,16,6
0,1,471,10,6
0,3,472,31,6
0,2,472,28,6
0,0,473,49,6
0,1,473,56,6
0,2,473,50,6
0,3,474,50,6
0,0,474,49,6
0,1,475,49,6
0,0,476,25,6
0,3,476,50,6
0,3,477,3,6
0,0,477,42,6
0,1,477,47,6
0,3,478,32,6
0,2,479,29,6
0,3,480,30,6
0,1,480,33,6
0,0,481,38,6
0,1,481,49,6
0,2,481,39,6
0,3,481,40,6
0,3,482,42,6
0,0,482,51,6
0,1,482,50,6
0,2,483,29,6
0,3,483,35,6
0,1,483,31,6
0,0,483,31,6
0,0,484,14,6
0,1,484,29,6
0,3,485,49,6
0,1,485,31,6
0,0,486,32,6
0,1,486,26,6
0,2,487,10,6
0,3,487,10,6
0,2,488,59,6
0,3,488,47,6
0,0,488,48,6
0,1,489,29,6
0,2,489,32,6
0,1,490,20,6
0,2,490,12,6
0,3,490,12,6
0,0,491,33,6
0,1,491,40,6
0,3,492,67,6
0,2,492,73,6
0,0,492,20,6
0,1,493,1,6
0,0,493,2,6
0,3,494,9,6
0,2,494,10,6
0,1,495,50,6
0,2,495,50,6
0,3,496,73,6
0,1,496,94,6
0,2,496,68,6
0,2,497,75,6
0,3,497,76,6
0,1,497,73,6
0,2,498,40,6
0,1,498,37,6
0,0,498,26,6
0,3,498,43,6
0,2,499,38,6
0,0,500,51,6
0,1,500,49,6
0,2,500,52,6
0,2,501,67,6
0,3,501,32,6
0,1,501,70,6
0,0,502,30,6
0,3,502,29,6
0,1,502,29,6
0,2,502,33,6
0,0,503,37,6
0,2,503,38,6
0,1,503,34,6
0,0,504,44,6
0,1,504,50,6
0,2,504,32,6
0,3,505,32,6
0,2,505,33,6
0,0,505,25,6
0,3,506,26,6
0,2,506,28,6
0,1,506,32,6
0,1,507,41,6
0,2,507,27,6
0,3,507,58,6
0,0,507,42,6
0,0,508,49,6
0,3,508,37,6
0,1,509,57,6
0,2,509,30,6
0,0,509,32,6
0,2,510,54,6
0,3,511,13,6
0,2,511,16,6
0,0,511,13,6
0,3,512,49,6
0,1,512,33,6
0,2,512,13,6
0,3,513,52,6
0,0,513,54,6
0,1,513,51,6
0,1,514,63,6
0,2,514,57,6
0,3,515,32,6
0,2,515,30,6
0,0,516,43,6
0,1,516,30,6
0,3,517,33,6
0,0,517,33,6
0,2,517,34,6
0,1,517,32,6
0,1,518,46,6
0,1,519,1,6
0,3,519,3,6
0,0,520,28,6
0,3,521,12,6
0,0,521,10,6
0,1,522,31,6
0,0,522,37,6
0,0,523,10,6
0,2,523,9,6
0,3,524,10,6
0,2,524,11,6
0,1,524,9,6
0,0,524,12,6
0,2,525,13,6
0,0,525,11,6
0,1,525,37,6
0,3,526,58,6
0,3,527,16,6
0,2,527,14,6
0,0,527,30,6
0,1,528,30,6
0,0,528,48,6
0,2,528,49,6
0,3,528,30,6
0,2,529,37,6
0,3,529,24,6
0,1,529,29,6
0,1,530,48,6
0,2,530,50,6
0,0,530,51,6
0,1,531,33,6
0,3,531,28,6
0,0,531,31,6
0,1,532,44,6
0,0,532,46,6
0,3,533,49,6
0,1,534,13,6
0,0,534,14,6
0,3,534,10,6
0,1,535,30,6
0,3,535,15,6
0,2,535,49,6
0,0,535,30,6
0,2,536,31,6
0,2,537,6,6
0,1,538,58,6
0,2,538,52,6
0,0,538,56,6
0,0,539,29,6
0,3,539,57,6
0,1,539,50,6
0,2,539,46,6
0,2,540,33,6
0,1,540,30,6
0,1,541,31,6
0,3,541,48,6
0,2,541,48,6
0,3,542,51,6
0,1,542,50,6
0,3,543,23,6
0,2,543,30,6
0,1,543,44,6
0,0,544,11,6
0,2,544,14,6
0,2,545,32,6
0,0,545,31,6
0,0,546,52,6
0,2,546,50,6
0,3,546,51,6
0,3,547,28,6
0,1,548,46,6
0,3,548,47,6
0,0,548,31,6
0,0,549,72,6
0,2,549,14,6
0,2,550,50,6
0,2,551,51,6
0,1,551,48,6
0,0,551,39,6
0,3,551,44,6
0,2,552,41,6
0,3,552,74,6
0,1,552,87,6
0,3,553,58,6
0,3,554,52,6
0,2,554,42,6
0,0,554,30,6
0,0,555,10,6
0,1,555,49,6
0,3,556,32,6
0,0,556,30,6
0,2,556,30,6
0,1,556,49,6
0,0,557,51,6
0,2,557,53,6
0,3,557,49,6
0,2,558,32,6
0,3,558,32,6
0,0,558,32,6
0,2,559,28,6
0,0,559,30,6
0,0,560,30,6
0,2,560,30,6
0,0,562,32,6
0,1,563,45,6
0,2,563,44,6
0,2,564,48,6
0,1,564,32,6
0,0,565,51,6
0,1,566,50,6
0,3,566,40,6
0,2,566,25,6
0,1,567,42,6
0,3,567,36,6
0,2,567,32,6
0,0,567,41,6
0,2,568,30,6
0,1,568,50,6
0,3,568,32,6
0,0,568,27,6
0,3,569,50,6
0,2,569,48,6
0,2,570,66,6
0,3,570,64,6
0,0,570,50,6
0,3,571,30,6
0,1,571,30,6
0,0,572,45,6
0,2,572,45,6
0,3,573,32,6
0,2,573,14,6
0,0,573,7,6
0,1,574,50,6
0,0,574,48,6
0,2,575,29,6
0,3,575,49,6
0,2,576,22,6
0,1,576,21,6
0,1,577,55,6
0,0,577,52,6
0,3,577,71,6
0,3,578,10,6
0,1,578,10,6
0,2,578,11,6
0,3,579,33,6
0,1,579,55,6
0,1,580,31,6
0,0,580,30,6
0,3,580,28,6
0,1,581,31,6
