Artist,User,HEARD_OF,OWN_ARTIST_MUSIC,LIKE_ARTIST,Uninspired,Sophisticated,Aggressive,Edgy,Sociable,Laid back,Wholesome,Uplifting,Intriguing,Legendary,Free,Thoughtful,Outspoken,Serious,Good lyrics,Unattractive,Confident,Old,Youthful,Boring,Current,Colourful,Stylish,Cheap,Irrelevant,Heartfelt,Calm,Pioneer,Outgoing,Inspiring,Beautiful,Fun,Authentic,Credible,Way out,Cool,Catchy,Sensitive,Mainstream,Superficial,Annoying,Dark,Passionate,Not authentic,Good Lyrics,Background,Timeless,Depressing,Original,Talented,Worldly,Distinctive,Approachable,Genius,Trendsetter,Noisy,Upbeat,Relatable,Energetic,Exciting,Emotional,Nostalgic,None of these,Progressive,Sexy,Over,Rebellious,Fake,Cheesy,Popular,Superstar,Relaxed,Intrusive,Unoriginal,Dated,Iconic,Unapproachable,Classic,Playful,Arrogant,Warm,Soulful
0,14,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,1,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,15,Never heard of,,,,1,,0,0,1,,1,0,,1,0,0,,,,,,0,0,0,0,1,,,1,,,,,1,0,0,0,0,1,1,,,,,,0,,1,0,0,,1,1,,0,1,0,0,,0,,0,0,1,,0,,0,,0,,,0,,1,,,0,,,0,,,0,0
0,16,Never heard of,,,,0,,0,0,0,,0,0,,0,1,0,,,,,,0,0,1,0,1,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,1,0,,0,0,0,0,,0,,1,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,17,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,1,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,18,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,1,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,1,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,19,Never heard of,,,,0,,0,0,0,,0,1,,0,1,0,,,,,,1,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,1,0,0,,0,0,,1,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,1,,,0,,,0,,,0,1
0,20,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,1,0,1,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,1,0,0,0,,1,,1,0,0,,0,,0,,0,,,1,,0,,,0,,,0,,,0,0
0,21,Heard of,,,,0,,0,1,0,,1,0,,1,0,0,,,,,,0,0,1,1,1,,,0,,,,,0,1,0,0,1,0,1,,,,,,1,,1,0,1,,1,0,,1,1,0,0,,0,,0,1,0,,0,,0,,0,,,1,,0,,,0,,,0,,,0,0
0,22,Never heard of,,,,0,,0,0,0,,0,0,,1,1,0,,,,,,1,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,23,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,24,Heard of and listened to music RECENTLY,Own none of their music,51,,0,,1,0,0,,0,0,,1,0,0,,,,,,0,0,1,1,0,,,0,,,,,0,1,0,1,0,0,1,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,25,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,1,0,1,0,0,,,0,,,,,0,0,1,1,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,26,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,27,Never heard of,,,,0,,0,0,0,,0,0,,0,1,0,,,,,,0,0,0,0,0,,,1,,,,,0,0,0,0,0,0,1,,,,,,0,,0,0,0,,0,0,,1,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,28,Never heard of,,,,0,,0,0,0,,0,0,,1,0,0,,,,,,0,0,0,1,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,29,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,1,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,30,Heard of,,,,0,,1,0,0,,0,0,,1,1,0,,,,,,0,0,1,1,0,,,0,,,,,1,0,0,1,0,1,0,,,,,,0,,1,0,0,,0,1,,1,0,0,0,,0,,1,1,0,,0,,1,,0,,,0,,0,,,0,,,0,,,0,1
0,31,Never heard of,,,,0,,0,0,0,,0,0,,1,0,0,,,,,,1,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,1,0,0,,0,0,,1,0,0,0,,0,,1,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,32,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,1,0,0,0,0,,,,,,0,,0,0,0,,1,0,,0,0,0,0,,0,,0,0,1,,0,,0,,0,,,0,,1,,,0,,,1,,,1,1
0,33,Never heard of,,,,0,,0,0,0,,1,0,,0,0,0,,,,,,0,0,1,0,1,,,0,,,,,0,0,0,0,0,0,1,,,,,,0,,0,0,0,,0,1,,0,1,0,0,,1,,0,0,1,,0,,1,,0,,,0,,0,,,0,,,1,,,0,0
0,34,Never heard of,,,,0,,1,1,0,,0,0,,0,0,0,,,,,,0,0,0,0,1,,,1,,,,,0,0,0,0,0,0,0,,,,,,1,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,1,,0,,0,,0,,,0,,0,,,0,,,0,,,0,1
0,35,Never heard of,,,,0,,1,0,0,,0,1,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,1,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,36,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,1,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,37,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,1,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,38,Never heard of,,,,0,,0,1,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,1,0,0,0,0,1,,,,,,0,,1,0,1,,0,1,,1,0,0,0,,0,,0,1,0,,0,,0,,0,,,1,,0,,,0,,,0,,,0,0
0,39,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,1,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,40,Heard of,,,,0,,0,0,0,,1,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,1,0,0,0,1,0,,,,,,0,,1,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,41,Never heard of,,,,0,,0,0,0,,1,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,1,,,,,,0,,1,0,0,,0,0,,0,0,0,0,,1,,1,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,1
0,42,Never heard of,,,,0,,0,0,0,,0,0,,1,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,1,1,0,0,1,,,,,,0,,0,0,0,,0,0,,0,1,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,43,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,1,0,,1,0,,0,0,0,0,,1,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,44,Never heard of,,,,0,,0,0,0,,1,0,,0,0,0,,,,,,1,0,1,0,0,,,1,,,,,1,0,0,1,0,1,1,,,,,,1,,0,0,0,,1,1,,1,0,0,1,,0,,1,0,0,,0,,1,,0,,,1,,0,,,0,,,0,,,1,0
0,45,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,46,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,47,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,1,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,48,Never heard of,,,,0,,0,1,0,,0,1,,1,1,0,,,,,,0,0,0,1,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,1,,1,0,0,,0,0,,1,0,0,0,,0,,1,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,1,0
0,49,Never heard of,,,,0,,0,0,1,,0,0,,0,0,0,,,,,,1,1,0,0,0,,,1,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,50,Never heard of,,,,1,,0,1,1,,0,0,,1,0,0,,,,,,1,0,1,1,1,,,0,,,,,0,0,1,0,0,1,0,,,,,,1,,0,1,1,,0,0,,0,1,0,0,,0,,0,0,0,,0,,0,,0,,,0,,1,,,0,,,0,,,1,0
0,51,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,1,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,1,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,52,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,1,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,53,Never heard of,,,,0,,1,0,0,,0,0,,1,0,0,,,,,,0,0,0,1,1,,,0,,,,,0,0,1,1,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,1,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,54,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,1,0,0,,,0,,,,,0,0,0,0,0,0,1,,,,,,0,,0,0,0,,0,0,,1,0,0,0,,0,,1,1,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,55,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,1,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,56,Never heard of,,,,0,,0,0,1,,0,0,,0,0,0,,,,,,1,0,1,0,0,,,0,,,,,0,0,0,1,0,0,1,,,,,,0,,1,0,0,,0,0,,0,0,0,0,,0,,0,0,1,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,57,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,1,0,1,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,1,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,1,,0,,,0,,,0,,,0,0
0,58,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,1,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,59,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,1,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,1,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,60,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,61,Heard of,,,,1,,0,0,0,,0,1,,0,0,0,,,,,,0,0,0,0,0,,,1,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,1,1,0,0,,0,,0,0,1,,0,,0,,0,,,0,,1,,,0,,,1,,,0,1
0,62,Heard of,,,,1,,0,0,0,,0,0,,0,1,1,,,,,,1,0,0,1,1,,,1,,,,,0,0,0,1,0,0,1,,,,,,1,,1,0,0,,0,1,,1,1,0,0,,1,,0,1,1,,0,,0,,1,,,0,,0,,,0,,,0,,,1,0
0,63,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,1,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,64,Never heard of,,,,0,,0,0,1,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,1,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,1,,,0,,,0,,,0,0
0,65,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,66,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,1,,,0,,,0,,,0,0
0,67,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,1,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,68,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,1,,,0,,,0,0
0,69,Never heard of,,,,0,,0,0,0,,0,0,,0,1,0,,,,,,0,0,0,0,0,,,1,,,,,1,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,1,0
0,70,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,1,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,1,,0,0,0,0,,0,,1,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,1,1
0,71,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,1,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,1,0,0,,0,,0,0,0,,0,,0,,0,,,0,,1,,,0,,,0,,,0,0
0,72,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,1,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,1,0,0,0,,0,,0,0,0,,0,,0,,0,,,1,,0,,,0,,,0,,,0,0
0,73,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,1,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,74,Never heard of,,,,0,,0,0,0,,1,1,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,1,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,1,,1,0,1,,0,,0,,0,,,0,,0,,,0,,,0,,,1,0
0,75,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,1,0,0,0,0,,,0,,,,,0,0,0,0,0,1,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,1,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,76,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,1,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,77,Never heard of,,,,0,,0,0,1,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,1,0,,0,,0,0,0,,0,,0,,0,,,1,,0,,,0,,,0,,,0,0
0,78,Never heard of,,,,0,,0,0,1,,0,0,,0,0,0,,,,,,0,0,1,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,1,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,79,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,1,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,80,Never heard of,,,,0,,0,0,1,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,1,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,81,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,82,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,1,0,0,0,1,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,1,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,83,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,1,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,84,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,1,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,85,Never heard of,,,,0,,0,0,0,,0,0,,1,0,0,,,,,,0,0,1,0,0,,,0,,,,,0,0,0,1,0,0,1,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,1,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,86,Heard of and listened to music RECENTLY,Own all or most of their music,99,,0,,0,0,0,,0,1,,1,0,1,,,,,,1,0,0,1,1,,,0,,,,,0,1,0,1,0,1,0,,,,,,1,,1,0,0,,0,1,,1,1,1,1,,1,,1,1,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,87,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,88,Never heard of,,,,0,,0,0,1,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,1
0,89,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,1,,,,,,0,,0,0,0,,0,0,,1,1,0,0,,1,,1,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,90,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,1,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,91,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,0,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,1,,0,,0,,,0,,0,,,0,,,0,,,0,0
0,92,Never heard of,,,,0,,0,0,0,,0,0,,0,0,0,,,,,,0,0,0,0,0,,,0,,,,,0,0,0,0,0,0,1,,,,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,0,0,0,,0,,0,,0,,,0,,0,,,0,,,0,,,0,0
